lat,lng,value
39.9673259075,116.411328619,125
39.9453439377,116.436142381,45
39.911425577,116.292607695,53
40.0152534938,116.318012844,7
39.8780262142,116.294981533,9
39.9708614181,116.45491973,30
40.0337100445,116.59437489,2
39.9269727025,116.640385501,34
40.0710019526,116.321928889,46
39.947065489,116.24566579,5
40.0117718949,116.320264962,13
40.1087554938,116.455211021,5
40.2422016059,116.129453939,1
39.8279427035,116.634996434,3
39.9232050112,116.684713639,5
40.0552185375,116.745977902,1
39.8443779769,116.639115732,1
39.9176809046,116.704964393,5
39.8084200702,116.359628609,4
40.2024077261,116.236191327,2
39.8471257907,116.582252805,1
39.7364584564,116.125806011,3
39.8625177804,116.723109311,2
40.0672619993,116.207444444,1
39.9387234533,116.214654799,1
40.0801169665,116.5932055,360
39.7521151977,116.543759434,14
39.9163651502,116.499552216,113
39.9892369435,116.315447226,69
39.9382497948,116.475080599,65
39.9438523288,116.379016566,31
39.8848490928,116.365179371,64
40.1194612169,116.556047418,7
39.8962502167,116.245515581,21
39.934653337,116.106208828,11
39.9131365086,116.606943681,33
40.1145528057,116.432903059,4
39.8278168693,116.335862085,13
40.0564698894,116.556616893,8
39.753418379,116.314525029,6
40.0993861589,116.325692236,3
39.8906796836,116.511786952,3
39.7976849874,116.328061833,1
39.8924948014,116.53209183,1
40.2242605083,116.212481846,6
39.8579536511,116.339827351,5
40.0989450861,116.34612645,1
40.000146154,116.256164689,1
39.9477391485,116.243805155,3
40.057068271,116.17170362,2
39.7965003471,116.217286985,2
40.0028127713,116.496033529,1
40.0392982659,116.332198361,18
39.8683696075,116.457165237,92
40.0548508353,116.412026895,40
40.0806877155,116.46411836,1
39.8617636919,116.259961933,11
39.7084001941,116.157004349,3
39.9328521817,116.202519076,26
39.9983389719,116.501239273,4
39.9123878956,116.335985683,35
39.7641999673,116.442065378,4
40.048536145,116.565367883,10
39.9492810019,116.696547252,4
39.9072739654,116.191448932,13
39.8971906705,116.600603795,5
39.8399726802,116.431151992,6
40.1163408439,116.316213433,2
40.0207805,116.347259251,9
39.8949004297,116.401917459,12
39.9927010051,116.520175494,7
39.9956837432,116.281713613,2
39.7665645621,116.183183709,1
40.0571655273,116.635993924,1
39.895814086,116.123639303,2
40.1744812244,116.618966476,1
40.0476720305,116.290233353,4
40.0527481243,116.293561713,2
29.375924301,106.535167706,1
39.9068547919,116.345489159,85
39.8731993122,116.699192959,28
40.0388140494,116.434365097,30
40.0441606539,116.41332463,41
40.0053369471,116.466787573,77
40.0646786765,116.374953398,8
40.0094462131,116.411914339,34
39.9234395379,116.423093113,86
39.9068651909,116.510104296,60
39.9509218321,116.40116305,47
39.8722824124,116.476356001,43
39.887792019,116.601685238,4
39.851571128,116.399107012,32
39.9118063181,116.256098243,14
39.9827773177,116.387314838,21
40.1566910391,116.284049654,2
39.9114785003,116.249338122,7
40.0160246751,116.563782127,3
40.0358772786,116.551796875,1
39.7631969939,116.347784115,12
39.6196893989,116.307352431,1
39.7844245612,116.289558671,2
39.9657715929,116.27371395,6
39.7166270854,116.15001694,1
40.1715780979,116.650734999,2
40.1169334559,116.621974738,1
40.0232382591,116.320944443,3
39.8208466348,116.176126619,1
39.844250595,116.21093252,2
40.3005334417,116.600462522,1
39.956868454,116.139111654,2
39.9723157215,116.336877126,65
39.9176974044,116.467541207,80
39.9124673832,116.302652928,59
39.9835269074,116.433708726,76
39.7566386017,116.162243739,12
39.9931857644,116.49997046,15
39.9174225088,116.345092605,68
40.129171325,116.413354543,1
39.8511505755,116.379363686,27
40.0876017722,116.296278957,1
39.928890845,116.398892062,32
39.9594615241,116.234540919,2
40.0662220619,116.35818121,33
39.7748914341,116.315822635,13
40.2093352772,116.258550324,8
39.8076990559,116.394648381,3
39.8700494897,116.643925572,7
40.0048791816,116.250585651,3
39.7471283597,116.335634429,9
40.0667443546,116.256026397,4
39.8841646294,116.527532822,6
39.776812196,116.439853477,1
39.8216121115,116.432402082,2
39.9768217287,116.21632119,6
39.9480726247,116.196136964,10
40.3608159048,115.989861991,1
39.7293990319,116.552937671,1
40.1063666063,116.474680522,3
39.714215635,116.01137653,2
39.9014877799,116.632159414,11
39.8732643988,116.576767277,3
39.6673333907,116.320044898,1
40.0894324562,116.587043411,1
39.7183966727,116.278316358,2
39.9340585677,116.302378814,47
39.9183198907,116.446354226,169
39.9336919671,116.412612377,65
39.9452007198,116.348051781,67
39.8234301213,116.501509553,7
39.905941973,116.662905005,15
40.0091193425,116.386186498,10
39.8403618571,116.447868141,35
39.7645925564,116.037824436,1
39.8405989812,116.303849913,11
39.8024851562,116.499478593,53
40.1265545813,116.413087551,13
39.8827196174,116.248545521,3
39.9461197519,116.257654408,18
40.1157675725,116.612102434,6
40.2051687096,116.29120397,3
39.8226347572,116.366607245,5
40.1335506185,116.707511122,1
40.1051130677,116.677397051,3
40.0874477552,116.241922905,1
39.8511383677,116.290328618,9
39.8960417533,116.575929211,8
40.0756080035,116.536341323,1
40.3354283728,116.863065693,2
40.0948723651,116.327482138,1
39.9353728684,116.152548886,3
39.707585178,116.422999403,1
39.9805396124,116.280800058,1
39.9155880929,116.728839457,1
39.9195838969,116.229975496,1
40.0502404759,116.617263504,83
40.3393349893,116.640280299,2
39.9064749566,116.368429563,59
39.9611660145,116.433889783,53
40.1100572279,116.280516398,2
39.8461939743,116.2327986,7
39.8517349397,116.367992759,42
39.8247823264,116.400123088,8
39.9003416758,116.20402978,7
39.8851129812,116.422791945,32
40.1294228062,116.597342414,11
40.1155405202,116.303152261,4
39.7248491166,116.344135431,5
39.834574,116.3344224,4
39.7975316759,116.564514536,10
40.0375002263,116.374044439,3
39.9409254553,116.076924316,1
39.6297762044,116.332631565,1
40.1072928312,116.127308612,1
39.8751304796,116.228801575,3
39.9607223179,116.125198302,3
40.1997589561,116.228256838,2
40.1480257161,116.41616862,1
39.9124536314,116.490826459,71
39.9238535786,116.401036506,28
39.9993819924,116.389430211,72
39.9064102214,116.214528141,24
40.0426821523,116.271267548,8
39.8735835722,116.369286228,62
39.9905689263,116.521769177,6
39.7912674719,116.385080071,2
40.0386786755,116.414337155,35
39.8963024414,116.541250516,16
39.6319344966,116.31427517,8
39.9057700786,116.519752464,20
39.9107778161,116.530118548,13
39.7697186474,116.543629105,3
40.1201931828,116.256579062,3
39.7902525377,116.327714589,69
39.7632761644,116.213574352,17
40.2236812412,116.654671123,1
40.1021484449,116.269018246,2
39.7643310776,116.436241899,5
39.9267772548,116.655359391,8
39.9871321615,116.225176595,1
40.1662966038,116.808754008,1
39.7208385697,116.356520048,8
39.8037408401,116.15859104,1
39.996861544,116.600128357,1
40.1103209638,116.289631677,4
40.0653791714,116.759851043,1
40.1065515023,116.35076348,3
39.7357951008,116.277292759,1
39.6908695194,116.322490542,3
39.9381654354,116.183173432,2
39.7725816515,116.231587457,1
39.7439887153,116.698524306,1
40.1061478571,116.320797613,1
40.2905534556,116.683698163,1
39.8237008483,116.291581575,23
39.9547879046,116.322161851,66
39.8691444249,116.346186537,42
39.9408727144,116.422079493,122
39.8995526613,116.48787287,127
39.7214534176,116.334102725,4
39.9622495188,116.402215675,31
40.0101475133,116.459426893,30
40.085565759,116.507369097,4
40.0821849075,116.345454094,29
39.8729551883,116.411000597,17
40.0765391593,116.410906152,58
39.9894170571,116.378981696,50
39.9448248445,116.271083159,47
39.8066087065,116.425509588,4
39.7311232372,116.335827213,21
40.1091725083,116.554158451,23
39.8637161926,116.685370666,11
39.8690396104,116.69692575,8
39.8351057274,116.272839424,1
40.0644132467,116.56187603,9
40.0349655248,116.620217769,4
39.9169504714,116.641891584,6
39.8180423286,116.519700162,3
40.3730244677,116.85199899,3
40.1324572688,116.685662329,6
39.8581402389,116.187010334,5
40.1564655597,116.816227983,2
39.881206326,116.21012207,1
39.8897170434,116.584953552,1
40.3991408202,116.852252016,1
39.9212253147,116.740381944,1
39.8734684351,116.664846247,17
39.8402679858,116.388810933,39
39.8898262311,116.26862446,31
39.8835127981,116.672455339,19
39.8905623529,116.456262965,39
39.8836892284,116.300740883,56
39.9172523725,116.404226292,15
39.9066881805,116.444960412,131
39.8734513409,116.465811891,48
39.9124767292,116.345586813,78
39.9237635325,116.312623942,27
40.020120089,116.633330012,1
40.1151868369,116.413382872,17
40.0939023897,116.550549953,6
40.0751554294,116.403766671,2
40.0945784053,116.291469036,33
40.1507629522,116.45450912,1
39.8775215322,116.246647231,15
40.1525762322,116.456552913,2
40.2132861461,116.288453263,3
39.850398556,116.194485967,3
40.287822504,116.674675413,2
39.988086847,116.212692625,1
39.7508088169,116.187044474,1
39.7808585612,116.178674316,1
40.2374383514,116.152992104,1
40.088311744,116.5359283,43
39.927808041,116.267507743,38
39.8570307028,116.531157931,17
40.1194865554,116.675635918,8
39.8569773679,116.311321875,30
39.9723065278,116.401663791,32
40.0713461082,116.423923627,11
40.1052540802,116.543997311,17
39.7568340333,116.275176452,4
39.7332694936,116.190959365,2
39.7960027552,116.336063677,7
39.7970393182,116.154380454,2
40.1268987781,116.402283311,4
39.8497179334,116.215302311,2
39.9059553105,116.532171637,8
40.1165934099,116.443730028,2
39.7411115266,116.354543635,4
40.1901579861,116.561243903,3
40.0922306983,116.439115203,1
39.68259371,116.209158752,1
40.1105908231,116.203760243,1
39.7384791639,116.570389785,1
39.8283891479,116.194046896,2
39.7603264586,115.966436769,1
39.950695884,116.271384881,15
39.8063494364,116.49112437,22
39.9563085881,116.564365101,19
40.0724584258,116.366644329,6
39.8227614258,116.520870141,20
39.8511687706,116.423573378,26
39.9779052269,116.22513761,15
39.7233250253,116.159282293,5
39.8112583003,116.36185868,1
39.7118165374,116.07229359,1
39.7995196073,116.461799656,2
39.8732183899,116.231294346,8
40.1023920421,116.33443972,2
40.1300617304,116.641362247,18
39.9730518384,116.464041586,7
40.182959344,116.412746886,24
40.0593745341,116.494183478,2
39.98896862,116.633431758,3
40.110791064,116.677324638,2
40.0816780274,116.520506066,9
40.0321746395,116.798638412,1
39.9279198416,116.685259223,16
39.933474981,116.215784137,2
39.7190925886,116.345088468,1
39.759724693,116.449971748,1
39.8953352419,116.475978754,144
39.8576136403,116.2916516,25
40.066435303,116.311770286,67
39.9116332988,116.375118385,219
39.8735961316,116.631902362,21
39.9938703752,116.402508767,58
39.917199076,116.358845777,138
40.000738351,116.354033661,45
39.6808739362,116.319794137,2
39.8904747602,116.693758043,12
39.8031843425,116.51006335,5
40.0986626548,116.217907276,4
39.9559423139,116.400197822,25
40.175159807,116.654236778,3
39.8831523391,116.397758774,71
40.1374976107,116.27465038,1
39.9110024289,116.105342147,4
39.9650154688,116.603435059,1
40.1712808068,116.262136923,1
39.8577012587,116.248111261,2
40.3791091639,116.851955955,5
39.715725396,116.331641826,2
39.9443983439,116.695198802,1
40.1782811146,116.167513654,1
39.8362527461,116.257016221,1
40.0036217148,116.338793638,8
40.1246781696,117.003570041,1
39.9782856531,116.369172366,101
39.7808247659,116.334275247,5
39.8011424981,116.478506225,23
39.9929067341,116.212832038,7
40.0109076702,116.368922391,47
39.9071188186,116.334959432,34
39.7582631746,116.487417777,13
39.9612989177,116.411552168,66
40.0001088977,116.430878526,7
39.8388671343,116.705480334,3
40.1653812906,116.245737126,2
39.8734285138,116.300503426,4
39.8966919741,116.212716025,2
40.0093055595,116.420160625,5
40.1810606184,116.646137277,1
40.1691343696,116.191690081,3
39.9896604839,116.204621671,2
40.1297595275,116.145695396,1
40.1338012695,116.546961534,1
39.9434499783,116.096944987,1
39.903153126,116.716730605,1
39.7066874321,116.000255352,1
39.9775684185,116.336148271,53
39.8948118184,116.487130087,65
40.0330425001,116.369308049,42
39.9232225052,116.518778606,277
39.9227179292,116.377130222,50
39.8003000286,116.335721326,6
39.7862707609,116.325722605,41
39.9056584465,116.632360674,31
40.0785758866,116.379012424,12
39.7308008156,116.345507389,16
40.0982306479,116.289728213,26
40.1484928895,116.422526186,4
39.7923504332,116.429725199,5
40.0258709473,116.300336708,17
40.0323776628,116.414022056,44
39.857254643,116.301594732,24
40.1189733066,116.54187333,8
39.838894834,116.645382782,10
40.0594246401,116.335859028,13
39.8165705099,116.20861976,1
39.9324578895,116.240031765,4
40.0409588782,116.208496418,1
39.9471507212,116.338665569,14
40.0988241,116.541728068,17
40.0492034822,116.334515177,10
40.0589675534,116.481508442,1
39.62648225,116.311223323,2
40.0925429963,116.281199606,3
40.2414955275,116.442139211,3
40.0988058159,116.56280087,2
40.0168413709,116.521477974,1
40.0944455295,116.748207194,1
40.0765663386,116.423584564,28
39.7277594106,116.436356409,1
39.9013884007,116.641890945,25
39.8999616894,116.466592589,137
39.9165301373,116.479219192,68
39.9281373515,116.412272258,46
39.9790421236,116.441825632,21
40.0933626602,116.534079388,5
39.9838562737,116.421163708,45
39.8572998497,116.380997037,35
40.116080543,116.338348157,2
39.8844969978,116.357302856,35
39.9024139736,116.748047882,5
39.9016360929,116.592272871,6
39.8342409002,116.447474731,12
39.8512730455,116.25860877,5
39.7449490354,116.341793197,1
39.9324539113,116.254556543,3
39.9985741756,116.581046047,1
40.2020974918,116.609821825,1
39.6884033203,116.066105686,1
39.698410102,116.377163086,1
39.9130613297,116.279026743,88
39.9073139889,116.476120517,101
39.9993824358,116.324079666,13
39.9991933738,116.478408863,151
40.0064678414,116.347217194,28
39.7423923072,116.368737887,4
39.9445864703,116.65331805,6
39.8718466163,116.560550759,2
40.043525453,116.314707059,16
39.8581711941,116.718483612,2
40.1263336909,116.204298648,4
40.085572169,116.271478467,1
39.91674935,116.182868089,3
40.337691885,116.827960748,2
40.1000625492,116.25413635,1
39.8783479898,116.256061681,6
39.510548551,116.312051168,1
40.0662978752,116.296100154,4
40.155885109,116.613533957,1
40.1047093957,116.665272229,3
40.0438220896,116.618507126,6
39.7569489545,116.389185982,2
40.0560124492,116.332798734,14
39.8141454674,116.366429725,49
40.1202286953,116.250217282,14
39.8941777688,116.255719297,33
39.8461788447,116.413288512,26
39.8156244715,116.430985137,3
39.7481514655,116.558450721,2
40.1313158676,116.634488625,15
39.8509744145,116.30530056,13
39.8171225014,116.394213116,3
40.0010342221,116.279410959,8
39.9670961969,116.21587926,2
40.1050876976,116.370781222,19
39.9128659242,116.686913005,13
39.9252286358,116.145600246,1
40.0574853789,116.528481758,2
39.9510663107,116.131091262,1
39.9928065167,116.633802864,1
39.6994503839,116.311797517,1
40.0888713587,116.437718284,2
40.0752667312,116.630887068,4
39.9026304138,116.73536768,1
39.8587806609,116.238582483,1
40.2130743431,116.238604676,40
39.9504392773,116.466580021,251
39.9224846648,116.443190887,262
39.9281852254,116.162363172,13
39.9446569733,116.303839859,78
39.8676476302,116.509585882,24
39.8569690303,116.522970156,4
39.7580612087,116.205849207,3
39.961460926,116.422059514,52
39.9834193756,116.457481164,35
39.7976922704,116.420070586,13
40.2073645785,116.289670876,5
40.086120244,116.487413489,2
39.7793893793,116.488081933,6
40.0611960933,116.436155798,7
39.796433235,116.479229728,12
39.643262951,116.323719601,1
39.8755026536,116.249695409,7
40.0524132717,116.242089938,3
39.8407658837,116.474793974,5
40.0079038047,116.653385084,1
39.8537500197,116.480696132,2
39.7120754666,116.125362142,1
40.1472045555,116.548112001,1
39.8117692215,116.576501281,2
39.7345305507,116.655034219,1
40.0567572223,116.525885387,1
39.7230204024,116.189802238,1
40.0710367259,116.403737439,2
39.8183160127,116.453874745,1
40.1226840885,116.525060654,1
39.7052211768,116.082969271,1
39.8666481442,116.42412526,86
39.8725315807,116.390628026,14
39.9832948613,116.323934625,45
39.911898705,116.369868041,117
39.9237344605,116.5976876,46
40.0048126063,116.477749044,58
39.8791761877,116.368085172,45
39.8846282991,116.293422505,13
39.9167563868,116.509716896,61
39.8573290784,116.423415218,50
40.0829564491,116.235596505,6
39.8845426095,116.334456241,42
40.1817976375,116.654675991,4
39.8901180798,116.686634838,18
40.3686932366,116.83061397,4
40.0033954777,116.286580275,3
39.795864355,116.573445866,9
39.8780794283,116.703692795,4
39.7306037907,116.159623076,5
39.8014178105,116.533721313,19
39.9557905623,116.720209928,8
39.8557400295,116.568976746,6
40.3395776657,116.630498763,1
40.1759264114,116.422351348,2
39.7598152921,116.289082388,2
39.845093246,116.473064508,2
39.725126298,116.150001601,1
39.9404047309,116.581987847,1
39.9893588123,116.433326245,133
39.9893111333,116.486995828,108
39.9123311337,116.190658385,18
39.9174038647,116.532022951,61
39.9510670285,116.335520546,25
39.774699096,116.32537574,19
39.9004351514,116.21455046,33
39.7618172184,116.279519234,2
40.1139878042,116.632945911,6
39.8637135137,116.583171468,5
40.3354626547,116.634502793,3
39.7283629015,116.56227322,1
39.7621842336,116.482336482,1
40.026119816,116.511545977,8
39.9548122335,116.226252039,8
40.0898415897,116.121695483,1
39.7322875977,116.734919162,1
39.7225759549,116.885293783,1
40.0157787397,116.555231455,4
40.2403295898,116.804808485,1
40.0035388061,116.644583587,1
40.0194298074,116.560268435,1
39.8896598569,116.290187057,43
39.9285850187,116.477944232,95
39.737330761,116.5446419,14
39.9249480276,116.617275832,34
40.0154026889,116.345681913,43
39.8961201601,116.304690801,29
39.8515727559,116.345268293,7
39.8297639939,116.343568674,1
39.9278650449,116.115420554,5
39.8742956125,116.506432003,2
40.2218001708,116.283343605,1
39.8777865807,116.488893662,47
40.2288203558,116.226481066,7
40.1488533969,116.289535086,22
40.0348446292,116.243975694,5
39.9488973013,116.725857094,2
39.7644778103,115.973049316,1
40.3536783091,116.665644887,1
39.9632454775,116.736216823,1
39.7205434602,116.120607666,1
39.8346066509,116.415923833,2
40.1326322937,116.268392648,2
40.3794870361,116.82315479,1
39.6943391992,116.155690236,1
40.0541760572,116.441098334,2
39.767052235,116.654341867,1
39.8861184558,116.487720171,39
39.9326929322,116.510703969,133
39.9397375827,116.444427588,114
39.9954597122,116.476512895,94
39.9487236839,116.513127794,6
39.9711243027,116.32182452,74
39.9444952067,116.425366738,37
39.8731429221,116.311848586,12
39.940826015,116.557345532,4
39.96059583,116.114550175,4
39.97235164,116.37941434,70
39.9358631367,116.741896427,1
40.0378680053,116.347161555,17
40.2250265426,116.233986346,21
39.9722920299,116.410520735,43
39.9886645092,116.386166617,17
40.0326757717,116.322155994,29
39.9162512964,116.391309524,2
39.9284898412,116.587421835,30
39.8084233978,116.157813489,7
39.9334270357,116.190984463,19
40.1316775126,116.618419254,5
39.8569362286,116.362135548,2
39.7535364652,116.34047514,1
40.0621958548,116.546089601,3
39.9342525197,116.167862345,3
39.8631145317,116.334056456,4
39.7572566732,116.533847114,1
39.706599378,115.989136971,1
40.1431315104,116.414992133,1
40.0886915404,116.475272497,1
39.8174202474,116.375566406,1
39.8115069153,116.141135161,1
40.4626080281,115.821507783,2
39.8396261389,116.187873696,1
40.03146836,116.57410779,1
40.0769971871,116.270968878,14
40.0662111588,116.424633302,7
39.9193406972,116.309942415,11
39.9571786066,116.288537443,105
39.8790944208,116.344859028,47
40.2205909375,116.223330895,12
39.9006912676,116.402148266,32
39.8572875427,116.41120842,37
39.9284357294,116.356911802,55
39.9329917671,116.487047475,100
40.1368154225,116.661192659,12
40.1303733633,116.424236529,10
40.0366295999,116.542582692,18
39.8179782293,116.290904414,50
40.0232016955,116.528176628,12
40.0002039658,116.288351627,23
39.7461329763,116.313496535,7
40.0979521381,116.656181883,3
40.181054145,116.361314562,1
39.7734128187,116.186047158,3
40.378292372,116.867727322,1
39.982202386,116.247345192,3
39.8648465205,116.157913489,1
39.8138029645,116.165780736,1
39.9830059295,116.775426445,1
39.7506880914,116.178709841,3
39.9173614069,116.279877486,48
40.0285280377,116.276236345,22
39.8174168255,116.370959367,5
39.8726436758,116.346418109,44
39.9668955867,116.325053864,118
40.0210626528,116.376051715,9
39.8637598846,116.358223088,11
39.9134163613,116.18065864,13
39.757731042,116.347480055,8
39.9320196481,116.159265587,7
40.0341155471,116.530439697,7
39.9922740714,116.689152652,2
39.8282131428,116.283181203,6
40.2291050399,116.244143474,3
40.0911472021,116.304247804,3
39.9663939149,116.711107501,4
39.773664922,116.519771791,6
40.0319017297,116.614111527,1
40.2344365777,116.256497125,1
40.0045829526,116.39036624,3
39.6771691995,116.295083202,1
39.7299782986,116.11574056,1
40.2088679387,116.658376833,2
40.1619200332,116.660081533,1
39.9234120175,116.477931257,77
39.9885868924,116.422302814,76
39.901906041,116.652561842,29
39.9232849175,116.28160227,35
39.8471524165,116.336249987,14
39.9892804978,116.403063519,45
39.8908271115,116.248493901,14
40.1646356407,116.259794658,11
40.0362939951,116.280206285,5
39.7424211499,116.344204511,1
40.3042346431,116.6278375,1
40.1258071722,116.418957428,5
40.0096020779,116.476899301,23
40.1037092092,116.511922125,4
40.1117936891,116.528134112,3
40.0637865448,116.740854353,1
40.2178003826,116.655079943,1
40.1416326807,116.616264044,2
39.7197221328,116.09438336,1
39.8790826707,116.597922816,1
39.9389208984,116.127496745,1
39.8126537438,116.532132269,1
39.7341837287,116.737051948,1
40.1260070493,116.596243219,1
40.0239964318,116.617258313,1
40.1170444985,116.684673182,1
39.9018497642,116.689032515,27
39.8557636855,116.367247631,60
39.9225106679,116.366466713,57
39.8517881817,116.388846721,30
39.8463046781,116.556411435,12
40.082057997,116.376448299,16
39.8990575493,116.608223402,29
39.8122453901,116.408291898,6
39.8895857091,116.377752601,20
39.9815068398,116.529352424,2
39.857230473,116.34501074,4
39.8393261883,116.281706901,6
40.1045124523,116.414300979,10
40.0698736214,116.30629975,5
40.1435597393,116.290120109,5
40.098114984,116.661041178,5
39.8007808857,116.517013729,2
39.965711421,116.611119121,3
39.7593174112,116.560898336,1
39.8485257074,116.576534415,1
39.719433071,116.445524905,1
40.029029718,116.312204618,59
40.0286144376,116.419741287,26
39.8676569739,116.3682237,79
39.8737892477,116.642931405,22
39.9391118187,116.367723539,59
39.8845438799,116.378072092,84
40.1205503803,116.452485554,3
40.071096295,116.413395236,34
39.9506649145,116.299811369,17
39.7096431727,116.059285902,3
39.9540878879,116.246191986,2
39.8255953628,116.489081686,4
40.1039687989,116.422364077,13
39.9117477211,116.173168924,1
40.123759573,116.437547013,1
39.8665158649,116.723480715,1
40.0246617296,116.460732964,1
39.8169048964,116.340583447,1
40.0363994683,116.174024794,1
39.7810801249,116.410006032,1
39.9781235517,116.040383351,1
39.7253342689,116.565671452,1
40.0650121337,116.498305933,2
40.1401175891,117.0985682,1
39.8615256401,116.202222146,1
40.1651409781,116.388292496,1
39.8698763281,116.568831935,1
40.2165664517,116.453713362,1
39.9280162283,116.28001186,52
39.911094081,116.311119539,35
39.9163757257,116.412348532,206
39.9076855781,116.106789258,5
39.7969545003,116.380539649,7
39.9831199688,116.343698654,14
40.0100053149,116.28689974,5
40.0596954144,116.555740233,6
40.1250186966,116.538115245,2
39.8639499034,116.457357063,27
39.9112397709,116.111185079,4
39.8342585185,116.453070571,7
39.7451165375,116.540210056,3
39.7676840023,116.566151709,1
39.8114979682,116.34261666,1
40.246887207,116.438973796,1
39.9179651408,116.164052716,1
39.895351257,116.466493456,224
39.8838018492,116.66574219,33
39.8843436645,116.455311338,78
39.9268678093,116.192979477,25
39.9499190807,116.445712619,50
39.9288905378,116.501344066,115
39.9891060035,116.466317147,62
39.863035413,116.424642087,47
39.938245049,116.09483032,3
39.923098499,116.64040713,21
40.0330256021,116.313110919,53
40.0378224301,116.401894795,17
39.9002979681,116.390877422,36
39.8467100809,116.280066447,7
39.884969256,116.390740939,49
39.8728577048,116.686788884,12
40.0287040696,116.233574161,4
39.990820397,116.280794517,2
39.8014831488,116.568236723,2
40.0349098071,116.503823774,9
39.9862486929,116.241433859,2
40.1499254545,116.622572846,1
39.8842680678,116.617255399,1
39.7428828576,116.162573483,2
40.0717356819,116.589982748,18
39.9559710112,116.541096718,30
39.9497341773,116.473355108,159
39.9892716979,116.413513984,67
39.7727616354,116.499568782,5
39.9564717113,116.444146833,87
39.8084869546,116.168045753,8
40.005081708,116.401751123,68
39.945140139,116.32491006,52
39.9510241051,116.390432537,45
39.8398748965,116.42382332,22
39.8399367159,116.321881318,24
39.9005085794,116.224943603,37
39.9565944175,116.536780987,7
40.1274696172,116.264983385,1
39.8624752531,116.29250779,22
39.8458662244,116.510910065,6
39.9295760419,116.105466591,6
39.7679821391,116.315105419,11
40.1594403825,116.268896914,2
40.0444569622,116.442353784,13
40.1094014529,116.639796091,6
40.2286511098,116.142502343,1
40.0128271797,116.507882666,1
39.813656775,116.444295101,8
39.7376493521,116.428789382,2
39.8364274089,116.521690809,1
40.3230016318,116.632023058,3
39.7758259184,116.401832081,1
39.8180013864,116.532765325,4
40.1176397419,116.263652776,2
39.8723383716,116.583725325,4
40.3578619826,116.007490014,1
40.2016064453,116.093022461,1
39.4973360035,116.323943754,1
40.1113323803,116.152335714,1
40.1155866338,116.526654311,1
40.2288823609,116.264189469,1
40.0642765994,116.588639337,9
40.0867752359,116.326167869,14
39.9446819393,116.778683356,6
39.8950826126,116.206279942,30
40.1501856765,116.280422818,2
39.9278899511,116.333932256,58
39.9498602733,116.102082827,2
39.9339693649,116.312137818,40
39.8176598348,116.399536401,9
39.5148943042,116.312630685,2
39.9335392301,116.356869316,92
39.8077258903,116.367435919,23
39.7557868495,116.365169522,4
40.0324962761,116.346489911,53
39.9497651481,116.289794577,13
39.765163166,116.508223075,8
40.0165817648,116.367521428,51
39.8571901457,116.399871331,40
39.7930559332,116.454872757,6
40.2128608896,116.226831243,5
39.7542509677,116.435176694,3
39.7418263783,116.567830233,11
40.1143764633,116.652653123,8
40.1236903944,116.29387223,1
40.0442763888,116.53458537,1
40.1086421326,116.14037007,1
40.0820453887,116.322070479,35
39.9336221922,116.499570476,116
39.9395598752,116.522141405,56
40.0545482694,116.436571458,15
39.718952926,116.13538791,1
40.0171036073,116.374369728,10
39.9278588355,116.226282132,37
40.088208434,116.345432052,45
39.9625437031,116.311917979,24
40.2194935221,116.234930074,25
40.0384544429,116.596052581,6
40.1368049769,116.641638513,5
40.1078445775,116.421122399,5
40.0531955264,116.366757966,2
39.85182168,116.49945892,3
39.8061861541,116.20891235,2
39.9956145445,116.262411291,1
40.1052607353,116.099483804,2
39.7630973662,116.517353412,3
40.047445515,116.354836323,1
39.8708034207,116.530682767,1
39.9232908427,116.289940242,63
39.8850259587,116.465771152,95
39.994708001,116.507605213,11
39.8630952301,116.302675001,13
39.9665943659,116.37910663,39
39.9730707825,116.355330701,53
40.0335219616,116.543319593,14
39.9656656212,116.356480186,48
39.7527109457,116.203572736,2
40.0732739102,116.632439605,4
39.9077469548,116.411900128,61
39.7686323092,116.501345629,19
40.0837840519,116.557886075,5
40.0532653227,116.303261094,35
40.1160409275,116.452102186,2
40.2365907253,116.216105725,1
39.7820867709,116.296834568,1
40.1801367493,116.730942108,1
39.9672358276,116.519789549,4
39.7891876253,116.559195077,1
40.1250246148,116.326321921,3
40.1183398363,116.464803373,1
39.8490988238,116.203799061,1
40.0785877821,116.69925944,1
40.2441037891,116.195488448,1
40.0805614701,116.247809813,1
39.8531827799,116.551550564,1
39.8923214886,116.703251482,2
40.2300445568,116.309605487,1
39.7576774638,116.553498493,5
39.9228298406,116.456466252,148
39.9004298847,116.323686214,69
39.9235365027,116.500452239,126
39.9618869051,116.455360858,134
39.797925061,116.453608217,15
39.9385186259,116.491313417,28
39.9444203298,116.290914872,27
40.0202548016,116.545853785,4
40.0594621765,116.637971383,3
39.8251068799,116.5298724,12
39.9281642578,116.345402824,67
39.8846833316,116.642485034,23
39.88445138,116.279547006,22
39.998526242,116.314251191,48
40.0222493088,116.269276941,20
40.0093434089,116.402998457,8
39.7794246521,116.435137062,9
39.8404068148,116.398863757,16
39.6860063111,116.313324832,10
39.8514634353,116.520409622,6
39.7381327851,116.553812114,2
39.837313076,116.308157705,4
39.871641731,116.157060361,3
39.931927117,116.56172496,7
39.894511719,116.568247265,1
40.0816846677,116.388061179,3
40.0337765625,116.206273569,1
